	artist	lyrics
88	Billy Ocean	"""She's simply...awesome"" Ooohh

She dashed by me in painted on jeans
And all heads turned cause she was the dream
In the blink of an eye I knew her number and her name, yeah
She said I was the tiger she wanted to tame

Caribbean Queen
Now we're sharing the same dream
And our hearts they beat as one
No more love on the run

I lose my cool when she steps in the room
And I get so excited just from her perfume
Electric eyes that you can't ignore
And passion burns you like never before

I was in search of a good time
Just running my game
Love was the furthest
Furthest from my mind

Caribbean Queen
Now we're sharing the same dream
And our hearts they beat as one
No more love on the run

Caribbean Queen
Now we're sharing the same dream
And our hearts they beat as one
No more love on the run


Caribbean Queen
Now we're sharing the same dream
And our hearts they beat as one
No more love on the run

Caribbean Queen
Now we're sharing the same dream
And our hearts they beat as one
No more love on the run

She is the queen
My Caribbean Queen
I said she dashed by me in painted jeans..."
89	KC & The Sunshine Band	
90	Redbone	"Hail (hail)
What's the matter with your head, yeah
Hail (hail)
What's the matter with your mind
And your sign an-a, oh-oh-oh
Hail (hail)
Nothin' the matter with your head
Baby find it, come on and find it
Hail, with it baby
Cause you're fine
And you're mine, and you look so divine
Come and get your love
Come and get your love
Come and get your love
Come and get your love
Hail (hail)
What's the matter with you feel right
Don't you feel right baby
Hail, oh yeah
Get it from the mainline, all right
I said-a find it, find it
Go on and love it if you like it, yeah
Hail (hail)
It's your business if you want some, take some
Get it together baby
Come and get your love
Come and get your love
Come and get your love
Come and get your love
Come and get your love
Come and get your love
Come and get your love, now
Come and get your love
Come and get your love
Come and get your love, now
Come and get your love
Come and get your love
Come and get your love, now
Come and get your love
Come and get your love
Come and get your love, now
Come and get your love
Come and get your love
Come and get your love
Come and get your love
Hail (hail)
What's the matter with you feel right
Don't you feel right baby
Hail (hail), all right
Get it from the main vine, all right
La, la, la, la, la, la, la, la. la, la
Come and get your love
La, la, la, la, la, la, la, la, la. woohoo
Come and get your love
La, la, la, la, la, la, la, la. la, la
Come and get your love
La, na, na, na, na, na, da, boom
Come and get your love
La, da boom, boom, boom, ta, daba, boom, boom
Come and get your love
La, la, la, la, la, la"
91	The Offspring	"(Thank you. One moment please.)

Lay awake
I don't give a shit
If I even ever wake up in the morning
Down below
There's a pile of sin
Always waiting for a, waiting for a warning

Burned at the stake
Inside I'm blistering
Not a whisper, looking in you'd never know it
Miles below
I look up again
When you snap, they say before you never show it

Someone said it's all right
Save it now, don't say it for my sake
Someone said it's all right
Faster now, you know I got no brakes
No brakes

Fuses glow
Wounds are festering
Till the wind comes up and takes it to the last ""pow""
Back and forth
Staring at the wall
This room's a cage, I know that something's got to give now


No brakes
 x2

No brakes "
92	Simple Minds	"Won't you come see about me?
I'll be alone, dancing you know it baby
Tell me your troubles and doubts
Giving me everything inside and out and
Love's strange so real in the dark
Think of the tender things that we were working on
Slow change may pull us apart
When the light gets into your heart, baby
Don't You Forget About Me
Don't Don't Don't Don't
Don't You Forget About Me
Will you stand above me?
Look my way, never love me
Rain keeps falling, rain keeps falling
Down, down, down
Will you recognise me?
Call my name or walk on by
Rain keeps falling, rain keeps falling
Down, down, down, down
Hey, hey, hey, hey
Ohhhh.....
Don't you try to pretend
It's my feeling we'll win in the end
I won't harm you or touch your defenses
Vanity and security
Don't you forget about me
I'll be alone, dancing you know it baby
Going to take you apart
I'll put us back together at heart, baby
Don't You Forget About Me
Don't Don't Don't Don't
Don't You Forget About Me
As you walk on by
Will you call my name?
As you walk on by
Will you call my name?
When you walk away
Or will you walk away?
Will you walk on by?
Come on - call my name
Will you call my name?
I say :
La la la...
When you walk on by
La la la..."
93	Modest Mouse	"I backed my car into a cop car the other day
Well, he just drove off; sometimes life's okay
I ran my mouth off a bit too much; oh, what did I say?
Well, you just laughed it off, it was all okay

And we'll all float on, okay
And we'll all float on, okay
And we'll all float on, okay
And we'll all float on anyway

Well, a fake Jamaican took every last dime with that scam
It was worth it just to learn some sleight of hand
Bad news comes, don't you worry even when it lands
Good news will work its way to all them plans
We both got fired on exactly the same day
Well, we'll float on, good news is on the way

And we'll all float on, okay
And we'll all float on, okay
And we'll all float on, okay
And we'll all float on, alright
Already, we'll all float on
No, don't you worry, we'll all float on, alright
Already, we'll all float on, alright
Don't worry, we'll all float on

(Alright, already) And we'll all float on
Alright, already, we'll all float on, alright
On't worry, even if things end up a bit too heavy
We'll all float on alright
Alright, already, we'll all float on
Alright, already, we'll all float on, okay
Don't worry, we'll all float on
Even if things get heavy, we'll all float on, alright
Already, we'll all float on (Alright!)
Now don't you worry, we'll all float on (Alright!)
We'll all float on"
94	Nena	"Im Sturz durch Raum und Zeit
Richtung Unendlichkeit
Fliegen  Motten in das Licht
Genau wie du und ich
Irgendwie fängt irgendwann
Irgendwo die Zukunft an
Ich warte nicht mehr lang
Liebe wird aus Mut gemacht
Denk nicht lange nach
Wir fahr'n auf Feuerrädern
Richtung Zukunft durch die Nacht

Gib mir die Hand
Ich bau dir ein Schloß aus Sand
Irgendwie, irgendwo, irgendwann
Die Zeit ist reif für ein bißchen Zärtlichkeit
Irgendwie, irgendwo, irgendwann

I'm Sturz durch Zeit und Raum
Erwacht aus einem Traum
Nur ein kurzer Augenblick
Dann kehrt die Nacht zurück"
95	Dio	"Holy Diver
You've been down too long in the midnight sea
Oh what's becoming of me?
Ride the tiger
You can see his stripes but you know he's clean
Oh don't you see what I mean?

Gotta get away
Holy Diver

Got shiny diamonds
Like the eyes of a cat in the black and blue
Something is coming for you, look out!
Race for the morning
You can hide in the sun 'till you see the light
Oh we will pray it's all right

Gotta get away, get away

Between the velvet lies
There's a truth that's hard as steel, yeah
The vision never dies
Life's a never-ending wheel, say

Holy Diver
You're the star of the masquerade
No need to look so afraid
Jump, jump, jump on the tiger
You can feel his heart but you know he's mean
Some light can never be seen, yeah!


Holy Diver
You've been down too long in the midnight sea
Oh what's becoming of me? No! No!
Ride the tiger
You can see his stripes but you know he's clean
Oh don't you see what I mean?

Gotta get away, get away
Gotta get away, get away, yeah

Holy Diver, sole survivor
You're the one who's clean
Holy Diver, Holy Diver
There's a cat in the blue coming after you, Holy Diver
Oh Holy Diver
Yeah, alright
Get away, get away, get away
Holy Diver, Holy Diver
Oh Holy Diver
Hmmm hmm hmm"
96	Dio	"When there's lightning
You know it always brings me down
Cause it's free and I see that it's me
Who's lost and never found
I cry out for magic
I feel it dancing in the light
It was cold, lost my hold
To the shadows of the night
No sign of the morning coming
You've been left on your own
Like a rainbow in the dark
A rainbow in the dark
Do your Demons, do they ever let you go?
When you've tried, do they hide deep inside?
Is it someone that you know?
You're just a picture
You're an image caught in time
We're a lie, you and I
We're words without a rhyme
There's no sign of the morning coming
You've been left on your own
Like a rainbow in the dark
Just a rainbow in the dark
When I see lightning
You know it always brings me down
Cause it's free and I see that it's me
Who's lost and never found
Feel the magic
I feel it floating in the air
But it's fear and you'll hear it calling
You beware, look out
There's no sign of the morning coming
There's no sign of the day
You've been left on your own
Like a rainbow, like a rainbow in the dark
You're a rainbow in the dark
Just a rainbow in the dark
No sign of the morning
You're a rainbow in the dark
Whoahoohwhoaoohwhoaohhhhh"
97	Creedence Clearwater Revival	"Some folks are born made to wave the flag
Ooh they're red, white and blue
And when the band plays Hail to the Chief
Ooh, they point the cannon at you, Lord

It ain't me, it ain't me
I ain't no senator's son, son
It ain't me, it ain't me
I ain't no fortunate one, no

Some folks are born silver spoon in hand
Lord, don't they help themselves, no
But when the taxman comes to the door
Lord, the house looks like a rummage sale, yeah

It ain't me, it ain't me
I ain't no millionaire's son, no no
It ain't me, it ain't me
I ain't no fortunate one, no

Some folks inherit star spangled eyes
Ooh, they send you down to war, Lord
And when you ask them, ""How much should we give?""
Ooh, they only answer More, more, more!

It ain't me, it ain't me
I ain't no military son, son
It ain't me, it ain't me
I ain't no fortunate one, one
It ain't me, it ain't me
I ain't no fortunate one, no no no
It ain't me, it ain't me
I ain't no fortunate son, no no no"
98	Green Day	"Do you have the time to listen to me whine?
About nothing and everything all at once
I am one of those melodramatic fools
Neurotic to the bone, no doubt about it

Sometimes I give myself the creeps
Sometimes my mind plays tricks on me
It all keeps adding up, I think I'm cracking up
Am I just paranoid or am I just stoned?

I went to a shrink to analyze my dreams
She says it's lack of sex that's bringing me down
I went to a whore, he said my life's a bore
Just quit my whining, ‘cause it's bringing her down

Sometimes I give myself the creeps
Sometimes my mind plays tricks on me
It all keeps adding up, I think I'm cracking up
Am I just paranoid or am I just dumb?

Grasping to control, so I better hold on

Sometimes I give myself the creeps
Sometimes my mind plays tricks on me
It all keeps adding up, I think I'm cracking up
Am I just paranoid or am I just stoned?"
99	Simon & Garfunkel	"I am just a poor boy though my story's seldom told
I have squandered my resistance for a pocketful of mumbles, such are promises
All lies and jest, still a man hears what he wants to hear
And disregards the rest, hmmmm

When I left my home and my family, I was no more than a boy
In the company of strangers
In the quiet of the railway station, runnin' scared, laying low
Seeking out the poorer quarters, where the ragged people go
Looking for the places only they would know

Lie la lie, lie la lie la lie la lie
Lie la lie, lie la lie la lie la lie, la la lie la lie

Asking only workman's wages, I come lookin' for a job
But I get no offers
Just a come-on from the whores on 7th Avenue
I do declare, there were times when I was so lonesome
I took some comfort there

Now the years are rolling by me
They are rockin' evenly
I am older than I once was
And younger than I'll be; that's not unusual
Nor is it strange
After changes upon changes
We are more or less the same
After changes we are more or less the same

Lie la lie, lie la lie la lie la lie
Lie la lie, lie la lie la lie la lie, la la lie la lie

And I'm laying out my winter clothes and wishing I was gone
Goin' home
Where the New York City winters aren't bleedin' me, leadin' me
Goin' home

In the clearing stands a boxer, and a fighter by his trade
And he carries the reminders
Of every glove that laid him down or cut him
'Til he cried out in his anger and his shame
I am leaving, I am leaving, but the fighter still remains

Lie la lie, lie la lie la lie la lie
Lie la lie, lie la lie la lie la lie, la la lie la lie"
100	Dire Straits	"You get a shiver in the dark
It's raining in the park
But meantime
South of the river
You stop and you hold everything
A band is blowing Dixie
Double four time
You feel alright
When you hear that music ring

Well, now you step inside
But you don't see too many faces
Coming in out of the rain to hear the jazz go down
Competition in other places
But the horns, they blowin' that sound
Way on down south
Way on down south, London town

Check out guitar George
He knows all the chords
Mind, it's strictly rhythm
He doesn't want to make it cry or sing
Left-handed old guitar is all he can afford
When he gets up under the lights to play his thing

And Harry doesn't mind if he doesn't make the scene
He's got a daytime job – He's doing alright
He can play the honky tonk like anything
Saving it up for Friday night
With the Sultans
With the Sultans of Swing

And a crowd of young boys
They're fooling around in the corner
Drunk and dressed in their best brown baggies
And their platform soles
They don't give a damn
About any trumpet playing band
It ain't what they call Rock and Roll
And the Sultans
Yeah, the Sultans, they play Creole
Creole


And then the man
He steps right up to the microphone
And says at last
Just as the time bell rings
""Goodnight, now it's time to go home""
Then he makes it fast
With one more thing
""We are the Sultans –
We are the Sultans of Swing"""
101	Fleetwood Mac	"Now here you go again, you say you want your freedom
Well, who am I to keep you down?
It's only right that you should play the way you feel it
But listen carefully to the sound of your loneliness

Like a heartbeat drives you mad
In the stillness of remembering of what you had
And what you lost and what you had and what you lost

Thunder only happens when it's raining
Players only love you when they're playing
Say women they will come and they will go
When the rain washes you clean, you'll know, you'll know


Now here I go again, I see the crystal visions
I keep my visions to myself
It's only me who wants to wrap around your dreams
And have you any dreams you'd like to sell?
Dreams of loneliness

Like a heartbeat drives you mad
In the stillness of remembering of what you had
And what you lost and what you had and what you lost

Thunder only happens when it's raining
Players only love you when they're playing
Women they will come and they will go
When the rain washes you clean, you'll know, you'll know
Oh, thunder only happens when it's raining
Players only love you when they're playing
Say women they will come and they will go
When the rain washes you clean, you'll know, you'll know
You will know, you'll know"
102	Lynyrd Skynyrd	"If I leave here tomorrow
Would you still remember me?
For I must be traveling on, now
Cause there's too many places I've got to see
But, if I stayed here with you, girl
Things just couldn't be the same
Cause I'm as free as a bird now
And this bird you can not change

Oh, oh, oh, oh, oh
And this bird you can not change
And this bird you can not change
Lord knows, I can't change


Bye, bye, baby, it's been a sweet love
Though this feeling I can't change
But please don't take it so badly
Cause Lord knows I'm to blame
But, if I stayed here with you, girl
Things just couldn't be the same
Cause I'm as free as a bird now
And this bird you'll never change

Oh, oh, oh, oh, oh
And this bird you can not change
And this bird you can not change
Lord knows, I can't change
Lord help me, I can't change

Lord, I can't change
Won't you fly high, free bird, yeah
{EPIC 5 MINUTE GUITAR SOLO}"
103	Ramones	"Hey, ho, let's go
Hey, ho, let's go
Hey, ho, let's go
Hey ho, let's go

They're forming in a straight line
They're going through a tight wind
The kids are losing their minds
The Blitzkrieg Bop
They're piling in the back seat
They're generating steam heat
Pulsating to the back beat
The Blitzkrieg Bop

Hey, ho, let's go
Shoot'em in the back now
What they want, I don't know
They're all revved up and ready to go

They're forming in a straight line
They're going through a tight wind
The kids are losing their minds
The Blitzkrieg Bop
They're piling in the back seat
They're generating steam heat
Pulsating to the back beat
The Blitzkrieg Bop

Hey, ho, let's go
Shoot'em in the back now
What they want, I don't know
They're all revved up and ready to go

They're forming in a straight line
They're going through a tight wind
The kids are losing their minds
The Blitzkrieg Bop
They're piling in the back seat
They're generating steam heat
Pulsating to the back beat
The Blitzkrieg Bop

Hey, ho, let's go
Hey, ho, let's go
Hey, ho, let's go
Hey, ho, let's go"
104	John Denver	"Almost heaven, West Virginia
Blue ridge mountains, Shenandoah river
Life is old there, older than the trees
Younger than the mountains, blowing like a breeze
Country roads, take me home
To the place I belong
West Virginia, mountain mamma
Take me home, country roads
All my memories, gather round her
Miners' lady, stranger to blue water
Dark and dusty, painted on the sky
Misty taste of moonshine, teardrop in my eye
Country roads, take me home
To the place I belong
West Virginia, mountain mamma
Take me home, to the country roads
I hear her voice in the morning hour she calls me
Radio reminds me of my home far away
Driving down the road I get a feeling
That I should have been home yesterday, yesterday
Country roads, take me home
To the place I belong
West Virginia, mountain mamma
Take me home, country roads
Country roads, take me home
To the place I belong
West Virginia, mountain mamma
Take me home, to the country roads
Take me home, that country road
Take me home, that country road"
105	Juanes	"Letra de ""A Dios Le Pido""
Que mis ojos se despierten con la luz de tu mirada, yo
A Dios le pido
Que mi madre no se muera y que mi padre me recuerde
A Dios le pido
Que te quedes a mi lado y que más nunca te me vayas, mi vida
A Dios le pido
Que mi alma no descanse cuando de amarte se trate, mi cielo
A Dios le pido
Por los días que me quedan, y las noches que aún no llegan, yo
A Dios le pido
Por los hijos de mis hijos y los hijos de tus hijos
A Dios le pido
Que mi pueblo no derrame tanta sangre y se levante mi gente
A Dios le pido
Que mi alma no descanse cuando de amarte se trate, mi cielo
A Dios le pido

Un segundo más de vida para darte
Y mi corazón entero entregarte
Un segundo más de vida para darte
Y a tu lado para siempre yo quedarme
Un segundo más de vida, yo
A Dios le pido

Que si me muero sea de amor
Y si me enamoro sea de vos
Y que de tu voz sea este corazón
Todos los días a Dios le pido
Que si me muero sea de amor
Y si me enamoro sea de vos
Y que de tu voz sea este corazón
Todos los días a Dios le pido
A Dios le pido

Que mis ojos se despierten con la luz de tu mirada, yo
A Dios le pido
Que mi madre no se muera y que mi padre me recuerde
A Dios le pido
Que te quedes a mi lado y que más nunca te me vayas, mi vida
A Dios le pido
Que mi alma no descanse cuando de amarte se trate, mi cielo
A Dios le pido

Un segundo más de vida para darte
Y mi corazón entero entregarte
Un segundo más de vida para darte
Y a tu lado para siempre yo quedarme
Un segundo más de vida, yo
A Dios le pido

Que si me muero sea de amor
Y si me enamoro sea de vos
Y que de tu voz sea este corazón
Todos los días a Dios le pido
Que si me muero sea de amor
Y si me enamoro sea de vos
Y que de tu voz sea este corazón
Todos los días a Dios le pido
Que si me muero sea de amor
Y si me enamoro sea de vos
Y que de tu voz sea este corazón
Todos los días a Dios le pido
Que si me muero sea de amor
Y si me enamoro sea de vos
Y que de tu voz sea este corazón
Todos los días, yo
A Dios le pido"
106	Bon Jovi	"It's all the same, only the names will change
Everyday it seems we're wasting away
Another place where the faces are so cold
I'd drive all night just to get back home

I'm a cowboy
On a steel horse I ride
I'm wanted dead or alive
Wanted dead or alive

Sometimes I sleep, sometimes it's not for days
And the people I meet always go their separate ways
Sometimes you tell the day by the bottle that you drink
And times when you're alone all you do is think

I'm a cowboy
On a steel horse I ride
I'm wanted, wanted, dead or alive
Wanted (wanted) dead or alive

Alive


I'm a cowboy
On a steel horse I ride
I'm wanted (wanted) dead or alive

I walk these streets, a loaded six string on my back
I play for keeps, 'cause I might not make it back
I been everywhere, still I'm standing tall
I've seen a million faces and I've rocked them all!

`Cause I'm a cowboy
On a steel horse I ride
I'm wanted (wanted) dead or alive
And I'm a cowboy
I got the night on my side
And I'm wanted (wanted) dead or alive
And I ride (and I ride), dead or alive
I still drive (still drive), dead or alive
Dead or alive
Dead or alive
Dead or alive
Dead or alive"
107	Blackfoot	"Well, another day, another dollar
After I've sang and hollered
Oh, it's my way of living, and I can't change a thing
Another town is drawing near
Oh, baby, I wish you were here
But the only way I can see you, darlin', is in my dreams

It's a highway song
You sing it on and on
On and on

Well, the hurt you leave behind
It's the hurt that's on your mind
Oh, and last night's show took its toll on me
Well the city lights fly by me
As I lay my body in my bed
Oh, and dreams of you dance through my head

It's a highway song
You sing it on and on
On and on
Highway song
Is as lonely
As the road I'm on
Oh, oh, oh

It's those big wheels are ready to roll
We've be flyin' high and so low
Lord, and all this madness, ain't crazy as it seems
Everywhere they stop and stare
I'm just a stranger on this road
Oh, I stand alone
Only in my dream

Highway song
You sing it on and on
On and on
Highway song
Is as lonely
As the road I'm on (Well, highway song)
Highway song
You sing it on and on
On and on
Highway song
Is as lonely
As the road I'm on"
108	System Of A Down	"Life is a waterfall
We're one in the river
And one again after the fall
Swimming through the void, we hear the word
We lose ourselves, but we find it all

'Cause we are the ones that want to play
Always want to go but you never want to stay
And we are the ones that want to choose
Always want to play but you never want to lose

Aerials in the sky
When you lose small mind
You free your life

Life is a waterfall
We drink from the river
Then we turn around and put up our walls
Swimming through the void, we hear the word
We lose ourselves, but we find it all

'Cause we are the ones that want to play
Always want to go but you never want to stay
And we are the ones that want to choose
Always want to play, but you never want to lose
Oh

Aerials in the sky
When you lose small mind
You free your life
Aerials, so up high
When you free your eyes
Eternal prize
Aerials in the sky
When you lose small mind
You free your life
Aerials so up high
When you free your eyes
Eternal prize

Ahh, ahh, ahhh
Ahh, ahh, ahhh
Ahh, ahh, ahh-ahh, ah ah, ah-ah-ahhh
Ahh, ahh, ahhh
Ahh, ahh, ahhh
Ahh, ahh, ahh-ahh, ah ah, ah-ah, om"
109	System Of A Down	"Conversion
Software version 7.0
Looking at life through the eyes of a tire hub
Eating seeds as a pastime activity
The toxicity of our city, of our city

You!
What do you own the world
How do you own disorder, disorder
Now!
Somewhere between the sacred silence
Sacred silence and sleep
Somewhere...
Between the sacred silence and sleep
Disorder, disorder, disorder

More wood for their fires
Loud neighbors
Flashlight reveries
Caught in the headlights of a truck
Eating seeds as a pastime activity
The toxicity of our city, of our city

You!
What do you own the world
How do you own disorder, disorder
Now!
Somewhere between the sacred silence
Sacred silence and sleep
Somewhere...
Between the sacred silence and sleep
Disorder, disorder, disorder


You!
What do you own the world
How do you own disorder
Now!
Somewhere between the sacred silence
Sacred silence and sleep
Somewhere...
Between the sacred silence and sleep
Disorder, disorder, disorder

When I became the sun
I shone life into the man's hearts
When I became the sun
I shone life into the man's hearts"
110	Green Day	"I'm the son of rage and love
The Jesus of Suburbia
From the bible of ""none of the above""
On a steady diet of
Soda pop and Ritalin
No one ever died for my sins in hell
As far as I can tell
At least the ones I got away with

And there's nothing wrong with me
This is how I'm supposed to be
In the land of make believe
That don't believe in me

Get my television fix
Sitting on my crucifix
The living room in my private womb
While the moms and Brads are away
To fall in love and fall in debt
To alcohol and cigarettes and Mary Jane
To keep me insane
And doing someone else's cocaine

And there's nothing wrong with me
This is how I'm supposed to be
In a land of make believe
That don't believe in me


At the center of the Earth in the parking lot
Of the 7-11 where I was taught
The motto was just a lie
It says ""home is where your heart is,"" but what a shame
Cause everyone's heart doesn't beat the same
It's beating out of time

City of the dead
At the end of another lost highway
Signs misleading to nowhere
City of the damned
Lost children with dirty faces today
No one really seems to care

I read the graffiti in the bathroom stall
Like the holy scriptures of the shopping mall
And so it seemed to confess
It didn't say much, but it only confirmed
That the center of the earth is the end of the world
And I could really care less

City of the dead
At the end of another lost highway
Signs misleading to nowhere
City of the damned
Lost children with dirty faces today
No one really seems to care


I don't care if you don't
I don't care if you don't
I don't care if you don't care
I don't care if you don't
I don't care if you don't
I don't care if you don't care
I don't care if you don't
I don't care if you don't
I don't care if you don't care
I don't care if you don't
I don't care if you don't
I don't care if you don't care
I don't care

Everyone is so full of shit
Born and raised by hypocrites
Hearts recycled but never saved
From the cradle to the grave
We are the kids of war and peace
From Anaheim to the middle east
We are the stories and disciples of
The Jesus of Suburbia

Land of make believe
And that don't believe in me
Land of make believe
And I don't believe
And I don't care!
I don't care!
I don't care!
I don't care!
I don't care!


Dearly beloved, are you listening?
I can't remember a word that you were saying
Are we demented or am I disturbed?
The space that's in between insane and insecure

Oh, therapy, can you please fill the void?
Am I retarded or am I just overjoyed?
Nobody's perfect and I stand accused
For lack of a better word, and that's my best excuse


To live and not to breathe
Is to die in tragedy
To run, to run away
To find what you believe
And I leave behind
This hurricane of fucking lies
I lost my faith to this
This town that don't exist
So I run, I run away
To the light of masochist
And I leave behind
This hurricane of fucking lies
And I walked this line
A million and one fucking times
But not this time

I don't feel any shame, I won't apologize
When there ain't nowhere you can go
Running away from pain when you've been victimized
Tales from another broken...
Home
You're leaving...
You're leaving...
You're leaving...
Ah you're leaving home..."
111	Gnarls Barkley	"I remember when
I remember, I remember when I lost my mind
There was something so pleasant about that place
Even your emotions had an echo, in so much space
And when you're out there without care
Yeah, I was out of touch
But it wasn't because I didn't know enough
I just knew too much

Does that make me crazy?
Does that make me crazy?
Does that make me crazy?
Possibly

And I hope that you are having the time of your life
But think twice, that's my only advice
Come on now, who do you
Who do you, who do you, who do you think you are?
Ha, ha, ha, bless your soul
You really think you're in control?

Well, I think you're crazy
I think you're crazy
I think you're crazy
Just like me

My heroes had the heart to lose their lives out on the limb
And all I remember is thinkin' I wanna be like them
Ever since I was little
Ever since I was little, it looked like fun
And it's no coincidence I've come
And I can die when I'm done

But maybe I'm crazy
Maybe you're crazy
Maybe we're crazy
Probably"
112	Aerosmith	"Come here, baby
You know you drive me up a wall?
The way you make good on all the nasty tricks you pull
Seems like we're makin' up more than we're makin' love
And it always seems you got somethin' on your mind other than me
Girl, you got to change your crazy ways
You hear me?

Say you're leavin' on a seven thirty train and that you're headin'
Out to Hollywood
Girl you been givin' me that line so many times it kinda gets like
Feelin' bad looks good

That kinda loving
Turns a man to a slave
That kinda loving
Sends a man right to his grave

I go crazy, crazy, baby, I go crazy
You turn it on
Then you're gone
Yeah you drive me
Crazy, crazy, crazy, for you baby
What can I do, honey
I feel like the color blue

You're packing up your stuff and talking like it's tough and trying
To tell me that it's time to go
But I know you ain't wearing nothing underneath that overcoat
And it's all a show

That kind of loving
Makes me want to pull
Down the shade, yeah
That kind of loving
Yeah now I'm never, never, never, never gonna be the same

I go crazy, crazy, baby, I go crazy
You turn it on
Then you're gone
Yeah you drive me
Crazy, crazy, crazy, for you baby
What can I do, honey
I feel like the color blue

I'm losing my mind, girl
Cause I'm going crazy
I need your love, honey
I need your love

Crazy, crazy, crazy, I go crazy
You turn it on
Then you're gone
Yeah you drive me
Crazy, crazy, crazy, for you baby
I'm losing my mind, girl
Cause I'm going crazy
Crazy, crazy, crazy for you baby
You turn it on, then your gone
Yeah you drive me"
113	Ozzy Osbourne	"All aboard! Ha ha ha ha ha ha haaaa!
Ay, Ay, Ay, Ay, Ay, Ay, Ay
Crazy, but that's how it goes
Millions of people living as foes
Maybe it's not too late
To learn how to love and forget how to hate
Mental wounds not healing
Life's a bitter shame
I'm going off the rails on a crazy train
I'm going off the rails on a crazy train
Let's Go!
I've listened to preachers, I've listened to fools
I've watched all the dropouts who make their own rules
One person conditioned to rule and control
The media sells it and you live the role
Mental wounds still screaming
Driving me insane
I'm going off the rails on a crazy train
I'm going off the rails on a crazy train
I know that things are going wrong for me
You gotta listen to my words
Yeah

Heirs of a cold war, that's what we've become
Inheriting troubles, I'm mentally numb
Crazy, I just cannot bear
I'm living with something' that just isn't fair
Mental wounds not healing
Who and what's to blame?
I'm going off the rails on a crazy train
I'm going off the rails on a crazy train"
114	Chris Cornell	"If you take a life do you know what you'll give?
Odds are, you won't like what it is
When the storm arrives, would you be seen with me?
By the merciless eyes of deceit?
I've seen angels fall from blinding heights
But you yourself are nothing so divine
Just next in line
Arm yourself because no one else here will save you
The odds will betray you
And I will replace you
You can't deny the prize it may never fulfill you
It longs to kill you
Are you willing to die?
The coldest blood runs through my veins
You know my name
If you come inside things will not be the same
When you return to the night
And if you think you've won
You never saw me change
The game that we all been playing
I've seen diamonds cut through harder men
Than you yourself, but if you must pretend
You may meet your end
Arm yourself because no one else here will save you
The odds will betray you
And I will replace you
You can't deny the prize it may never fulfill you
It longs to kill you
Are you willing to die?
The coldest blood runs through my veins
Try to hide your hand
Forget how to feel
(Forget how to feel)
Life is gone with just a spin of the wheel
(Spin of the wheel)
Arm yourself because no one else here will save you
The odds will betray you
And I will replace you
You can't deny the prize it may never fulfill you
It longs to kill you
Are you willing to die?
The coldest blood runs through my veins
You know my name x 7"
