	artist	lyrics
72	RÜFÜS DU SOL	"I see you standing at the front of the land
Waiting for something I can't make out
But I wanna talk to you, to pull you aside
I wanna ask you to come with me tonight
I wanna stay by your side

While we untangle
World around
It's unfair
I'm hearing sirens
Calling me closer to you
There's no place I'd rather be
There's no place I'd rather be

There's no place I'd rather be
I feel myself with you
There's no place I'd rather be
I feel myself with you

You run your fingers through the palm of my hand
Pulling me closer, I'm drawn by your command
It's like I've seen you, like I've known you before
An intuition that this is where I belong
Standing with you in my arms

While we untangle
World around
It's unfair
I'm hearing sirens
Calling me closer to you
There's no place I'd rather be
There's no place I'd rather be

There's no place I'd rather be
I feel myself with you
There's no place I'd rather be
I feel myself with you"
73	Pusha T	
74	Lil Baby	
75	YG	
76	Juice WRLD	"They're rotting my brain, love
These hoes are the same

I admit it, another ho got me finished
Broke my heart, oh no, you didn't
Fuck sippin', I'ma down a whole bottle
Hard liquor, hard truth, can't swallow
Need a bartender, put me out of my sorrow
Wake up the next day in the Monte Carlo
With a new woman, tell me she from Colorado
And she love women, she'll be gone by tomorrow
Who am I kiddin'?
All this jealousy and agony that I sit in
I'm a jealous boy, really feel like John Lennon
I just want real love, guess it's been a minute
Pissed off from the way that I don't fit in, I don't fit in
Tell me what's the secret to love, I don't get it
Feel like I be runnin' a race I'm not winnin'
Ran into the devil today, and she grinnin'

Hey, these girls are insane
All girls are the same
They're rotting my brain, love
Think I need a change
Before I go insane, love
All girls are the same
They're rotting my brain, love
Think I need a change
Before I go insane, love

Ten minutes, she tell me it would take ten minutes
To break my heart, oh no she didn't
Fuck livin', I'ma drown in my sorrow
Fuck givin', I'ma take not borrow
And I'm still sinnin', I'm still losin' my mind
I know I been trippin', I'm still wastin' my time
All the time given, am I dyin'? Am I livin'?
It's fuck feelings, my sorrow go up to the ceilin'

Now I am insane
Demons in my brain, love
Peace I can't obtain
'Cause all these girls the same, love
Now I am insane
Demons in my brain, love
Peace I can't obtain
'Cause all these girls the same, love"
77	Rudimental	
78	Maluma	"Letra de ""El Préstamo""


Oiga Chan, súbeme un poquito ahí el micrófono
Le tengo que decir un par de cosas que, ella no quiere escuchar
Rudeboyz
Sólo por curiosidad te tengo que preguntar
¿Me lo deja' o te lo vas a llevar? (a-ha)
No ves que lo tengo que usar
Contigo y con otras más (jaja)
Prometí no volverlo a maltratar, oh no (mua)

Perdona pero tengo mis motivos, ouh-no-no
En el juego del amor mucho he perdido (así es)
Así me convirtió el pasado
Y prefiero hablarte claro (Maluma baby, mua)

Yo no lo di, yo no lo di, yo lo presté
Lo más grande que tenía y no lo quieres devolver (Maluma, baby)
Yo no lo di, yo no lo di, yo lo presté (jajajaja)
Te entregué todo mi amor y no lo quieres devolver (alright, alright)
Yo no lo di, yo no lo di, yo lo presté (a-ha)
Lo más grande que tenía y no lo quieres devolver
Yo no lo di, yo no lo di, yo lo presté (jaja)
Te entregué todo mi amor y no lo quieres devolver (alright, alright)

¿Qué pasó bebé? ¿Que te iba a regalar qué?
Ya llevo varios meses
Dándote lo que mereces
Tres por la mañana y por la noche otras dos veces
Parece que ésto crece y crece
Ojala no olvides de pagar los intereses
No llegaste en el mejor momento
Si digo lo contrario te estaría mintiendo
Analizo y lo concluyo
Cada loco con lo suyo

No te quedes sola
Hombres hay de sobra
Por qué no te buscas quién te ame y te enamoras
No te quedes sola
Hombres hay de sobra
Por qué no te buscas quién te ame y te enamoras (Maluma baby)

Yo no lo di, yo no lo di, yo lo presté (jajajaja)
Lo más grande que tenía y no lo quieres devolver (wuu)
Yo no lo di, yo no lo di, yo lo presté (rra, rra)
Te entregué todo mi amor y no lo quieres devolver
Yo no lo di, yo no lo di, yo lo presté (yo no, yo no)
Lo más grande que tenía y no lo quieres devolver
Yo no lo di, yo no lo di, yo lo presté (yo)
Te entregué todo mi amor y no lo quieres devolver (alright)

Perdona pero tengo mis motivos, ouh-no-no (tú me entiendes)
En el juego del amor mucho he perdido (I'm sorry baby)
Así me convirtió el pasado
Y prefiero hablarte claro (Maluma baby, mua)

Yo no lo di, yo no lo di, yo lo presté (jajaja)
(Alright, alright)
Lo más grande que tenía y no lo quieres devolver
(Y esto es F.A.M.E
Maluma baby)
Yo no lo di, yo no lo di, yo lo presté
(Kevin ADG y Chan El Genio
Rudeboyz)
Te entregué todo mi amor y no lo quieres devolver
(Dímelo Ha-ash
Esta es la fórmula parceros
Jajaja, mua)"
79	Diamante Eléctrico	
80	Eleanor Friedberger	"Let me forget the words
Let me forget the time
I'll drink whiskey for
Courage, something more
A line, a look, a borrowed book
I'll weep and roll or deal and fold
I could lie
He could try for me

A castle without a cave
Two plants without a grave
Who's been buried there?
The paragraph ends here
The Nice and the Good misunderstood
The dream, the trance, this awkward dance
I could lie
He could try for me

I would know
Take it slow for peace of mind
Don't lust and cheat

Galaxy Bar alone
Universe far from home
Exhale, slowly breathe
A lion without teeth
Who throws the ring and breaks the plates
Attempts to lock the open gates
How will I–
How will he find me?

I'll live just once a day
At least we can safely say
Take my Jesus phase
Let me paraphrase
It's love and trees and fruit and love
It's science and fiction and all above me
How will I–
How will he find me?

I would know
Take it slow for peace of mind
Don't lust and cheat"
81	Jennifer Lopez	"Letra de ""El Anillo"" con Jennifer Lopez

Me tratas como una princesa, me das lo que pido
Tú tienes el bate y la fuerza que yo necesito
Cuando estamos solos, te juro, no me falta nada
Te pongo un trece de diez cuando estamo' en la cama

Nunca había sentido algo tan grande
Y me vuelve loca tu lado salvaje
Tú me has dado tanto que he estado pensando
Ya lo tengo todo, pero

¿Y el anillo pa' cuando? (yeah, yeah)
¿Y el anillo pa' cuando?
¿Y el anillo pa' cuando? (yeah, yeah)
¿Y el anillo pa' cuando?

Hueles como me gusta
Me besas como me gusta
Me agarras como me gusta
Así, así, que a mí me gusta
Como muerde la fruta (wuh)
Si sale de noche, me asusta
Sin mapa conoces la ruta
Así, así, que me gusta
Sigue aquí, papi estoy pa' ti
Dale atrás, que así somos las del Bronx
Don't stop, muevete má'
Que siga la fiesta conmigo nomá'
No pierdas el enfoque
Papi tienes la clase cuando apenas la toque
Home run con tres en base (damn, baby)

Nunca había sentido algo tan grande
Y me vuelve loca tu lado salvaje
Tú me has dado tanto que he estado pensando
Ya lo tengo todo, pero

¿Y el anillo pa' cuando? (yeah, yeah)
¿Y el anillo pa' cuando?
¿Y el anillo pa' cuando? (yeah, yeah)
¿Y el anillo pa' cuando?
(mira, yeah)

No te pido na', yo no soy mujer regala' (he)
Ponte en eso ya, sino papi, echa pa' ya
Oh, tú sabes que yo tengo lo que no tienen otras
Cuando muevo mi cuerpo, el tuyo se alborota
Las mujere' sabemo' lo que nos toca
Si quieren todo eso, que nos pongan la roca

Nunca había sentido algo tan grande
Y me vuelve loca tu lado salvaje
Tú me has dado tanto que he estado pensando
Ya lo tengo todo, pero

¿Y el anillo pa' cuando? (he) (yeah, yeah)
¿Y el anillo pa' cuando?
¿Y el anillo pa' cuando? (yeah, yeah)
¿Y el anillo pa' cuando? (¿te gusta verme bailar?)
¿Y el anillo pa' cuando?"
82	Ságan	
83	Bon Iver	"I am my mother's only one
It's enough
I wear my garment so it shows
Now you know

Only love is all maroon
Gluey feathers on a flume
Sky is womb and she's the moon

I am my mother on the wall, with us all
I move in water, shore to shore;
Nothing's more
Only love is all maroon
Lapping lakes like leery loons
Leaving rope burns
Reddish ruse

Only love is all maroon
Gluey feathers on a flume
Sky is womb and she's the moon"
84	Bon Iver	"Bike down, down to the downtown
Down to the lock down, boards, nails lie around
I crouch like a crow
Contrasting the snow
For the agony, I'd rather know
Cause blinded I am blindsided
Peek in, into the peer in
I'm not really like this, I'm probably plightless
I cup the window
I'm crippled and slow
For the agony
I'd rather know
Cause blinded I am blindsided
Would you really rush out for me now?
Taught line, down to the shoreline
The end of a blood line, the moon is a cold light
There's a pull to the flow
My feet melt the snow
For the irony, I'd rather know
Cause blinded I was blindsided"
85	Rubio	
86	PUTOCHINOMARICÓN	"De mierda
Qué mierda
De mierda
Qué mierda

Tu mamá te enseñó
A prematura edad
Que cuando escuchas opiniones
Que puedan cabrear
Tú te pones a callar
Y tendrás que soportar
La mierda que se escapa
De las bocas ajenas
Pero a los veintiséis (de mierda)
Añitos descubrí (qué mierda)
Que la vida es corta para
Tanto popurrí y tanta

Gente de mierda a tu alrededor
Errores humanos que fabricó Dios
Gente de mierda, gente de mierda
Gente de mierda
Tú, eres un trozo de mierda

De mierda
Qué mierda
De mierda
Qué mierda

Manejas el idioma
De pasiva agresividad
Es un don brillante
Para ti eso es normal
Piensas que haces un favor (de mierda)
Cara anchoa, so mamón (qué mierda)
Si jode y te cae mal
Te plantas y le dices que hay

Gente de mierda a tu alrededor
Errores humanos que fabricó Dios
Gente de mierda, gente de mierda
Gente de mierda
Tú, eres un trozo de mierda

De mierda
Qué mierda
De mierda
Qué mierda"
87	Galatzia	
88	Astrud	"Todo nos parece una mierda
Todo nos parece una mierda
Todo nos parece una mierda menos lo vuestro
Con la frente contra el escaparate pensando si romperlo
Mirando a los de dentro, perdiendo el tiempo
Nos acordamos de lo vuestro
Al levantarnos de la siesta nos llamamos por teléfono
Y hablamos, bostezando, y sea cual sea el tema siempre acabamos con lo vuestro
Si la gente no se acuerda de vosotros da lo mismo
Si la gente no se acuerda de vosotros yo me acuerdo
Todo nos parece una mierda
Todo nos parece una mierda
Todo nos parece una mierda menos lo vuestro
Decidiendo si cogemos el Nit Bus
Y luego esperando el Nit Bus, y no viene el Nit Bus
Y luego andando cantamos algo de lo vuestro
Redactando una entrada del diario
Redactando un manifiesto o firmando un mensaje, o discutiendo, siempre citamos algo vuestro
Si no sacais disco vamos a romper el tocadiscos
Vamos a romper el tocadiscos si no sacais disco
Todo nos parece una mierda
Todo nos parece una mierda
Todo nos parece una mierda menos lo vuestro
El Dúo Estático, el Dúo Estático..."
89	La Prohibida	"¡Mujer de bien!
Yo
Una mujer hecha y derecha
Una leona de las de antes
Gran fingidora, beata y madre
Yo
Una señora de muy buen ver
Una belleza de las de ayer
Pero decente, pura y muy fiel, muy fiel
Mujer serrana, todo terreno
Pues mis secretos son mis pucheros
Y a las lentejas, un poco de sal
Mujer de bien
Temperamento
Que lo sepan con los vientos
Que aquí sólo mando yo
Mucha mujer
Esa soy yo
Que lo sepan con los vientos
Que aquí sólo mando yo
Yo
Una mujer hecha y derecha
Una manchega de vieja raza
Terrateniente y ama de casa
Yo
Yo soy la Venus de mi corral
La conejita de tu portal
Pero ante todo, recta, moral, moral
Mujer serrana, todo terreno
Pues mis secretos son mis pucheros
Y a las lentejas, un poco de sal
Mujer de bien
Temperamento
Que lo sepan con los vientos
Que aquí sólo mando yo
Mucha mujer
Esa soy yo
Que lo sepan con los vientos
Que aquí sólo mando yo
Mujer de bien
Temperamento
Que lo sepan con los vientos
Que aquí sólo mando yo
Mucha mujer
Esa soy yo
Que lo sepan con los vientos
Que aquí sólo mando yo
¡Mujer de bien!"
90	Cevlade	
91	Playa Gótica	
92	Claudio Rubio	
93	Hardwell	"I know a place where
We can head up there
Still on the sunset, to the sky
Wave to the people
Everyone you know, up on a satellite
'Cause we go, we go
Watching cities and streets come to life
Yeah you know, you know
We're just starting, we're learning to fly

Head for the stars, be who we are
Living like creatures of the night
Never grow old, stay young in our soul
We can outrun the daylight
And we do, what we wanna do
And we do, what we wanna do
Do what we want, be who we are

Living like creatures, creatures, creatures
Of the night
Living like creatures, creatures, creatures
Of the night
Living like creatures, creatures, creatures
Of the night

Over the rainbow, chasing the shadows
You know the story's just begun
Rocking the blue jeans, jammin' to Springsteen
Baby, we're born to run
'Cause we go, we go
Watching cities and streets come to life
Yeah you know, you know
We're just starting, we're learning to fly

Head for the stars, be who we are
Living like creatures of the night
Never grow old, stay young in our soul
We can outrun the daylight
And we do, what we wanna do
And we do, what we wanna do
Do what we want, be who we are

Living like creatures, creatures, creatures
Of the night
Whoa, yeah
Living like creatures of the night
And we do, what we wanna do
And we do, what we wanna do
Do what we want, be who we are
Living like creatures, creatures, creatures
Of the night

And we do, what we wanna do
Do what we want, be who we are
Living like creatures, creatures, creatures
Of the night"
94	Plastilina Mosh	
95	Aida Bossa	
96	La Prohibida	"Es verdad lo que dicen de mí
Que me gusta dormir al borde del volcán
Es verdad lo que dicen de ti
¡Qué sí, menudo plan, que vaya porvenir!
¿Y al final qué le vamos a hacer?
Si tú me odias bien y yo te quiero mal
Es verdad, sufrir es un deber
Yo ya me acostumbré a delirar
Del infierno al suelo y luego vuelta a empezar
Maldito fénix
Arde como el hielo este amor que me das
Eres tan travesti
Besas, disparas
Olvidas y ganas
Ries e incendias el mar
Es verdad lo que dicen de mí
Que siendo tan así acabaré fatal
Es verdad lo que dicen de ti
Que tú me hiciste mal, que yo te pervertí
¿Y al final qué le vamos a hacer?
Si tú me odias bien y yo te quiero mal
Es verdad, sufrir es un deber
Yo ya me acostumbré a delirar
Del infierno al suelo y luego vuelta a empezar
Maldito fénix
Arde como el hielo este amor que me das
Eres tan travesti
Besas, disparas
Olvidas y ganas
Ries e incendias el mar
Del infierno al suelo y luego vuelta a empezar
Maldito fénix
Arde como el hielo este amor que me das
Eres tan travesti
Besas, disparas
Olvidas y ganas
Ries e incendias el mar"
97	Chicarica	
98	Santaferia	
99	Espanto	
100	Troopnastyy	
101	Tomasa del Real	
102	Dayme y El High	
103	Willex	
104	Gaviria	"Letra de ""No Te Quedes en Casa"" ft. Jowell & Randy
Dayme y El High
Jowell y Randy
Gaviria
Salgamos
La noche espera
Y hacemos
To' lo que quieras

Te invito a un party
No te quedes en casa
Prendemos a ver lo que pasa
Activos la calle nos llama
(Gaviria)
Hoy hasta tarde se queda
La fiesta que te espera
No te quedes en casa
Que la noche esta buena
Hoy hasta tarde se queda
La fiesta que te espera
No te quedes en casa
Que la noche esta buena

Cero, cero, cero tensión
El party lleno de culos
Si alguien trata de joderlo, lo regulo
Mucho guaro, mucho whisky
Pasto encima la mesa
Una nota bien cabrona
Tussy en la mezcla
Hoy nos vamos amanecer
Seguro que nos vamos a culiar
Después de beber y fumar
Cierra la ventana necesito oscuridad
Las gárgolas que no duermen
El sol nos convierte en cemento
Reggaeton mezclado con alcohol
Lo fusionamos y sale este perreo

No dudes, si el celular
Suena y es fin de semana
Sabes que es para rumbear
Fumar y tomar
No dudes, si el celular
Suena y es fin de semana
Sabes que es para rumbear
Fumar y tomar

Te invito a un party
No te quedes en casa
Prendemos a ver lo que pasa
Activos la calle nos llama
Hoy hasta tarde se queda
La fiesta que te espera (espera)
No te quedes en casa (no, no)
Que la noche esta buena
Hoy hasta tarde se queda
La fiesta que te espera (Saybor)
No te quedes en casa
Que la noche va estar buena

No lo pienses tanto, sal para la calle, dale
Ese bootty sale por que sale
No quiero que resbales, dime cuanto vale
No me lo vendas, yo quiero que me lo regales
Guayate
Tu sabes lo que te voy hacer
Cuerpo con cuerpo guayandote girl
Culo, tu meneandome, culo y yo tocándote
Culo, tu meneandome, culo y yo tocándote
Tu solo dime lo que sientes
Si estas caliente, yo estoy más
Baby tengo bien dañada la mente (aja)
Es que tu me vuelves loco con ese montón
Ese pelo negro y ese booty cabrón

No dudes, si el celular suena
Y es fin de semana
Sabes que es para rumbear
Fumar y tomar
No dudes, si el celular suena
Y es fin de semana
Sabes que es para rumbear
Fumar y tomar

Te invito a un party
No te quedes en casa
Prendemos a ver lo que pasa
Activos la calle nos llama
Hoy hasta tarde se queda
La fiesta que te espera
No te quedes en casa
Que la noche esta buena
Hoy hasta tarde se queda
La fiesta que te espera
No te quedes en casa
Que la noche va estar buena

Dayme y el High
Saybor
Jowell y Randy
Gaviria"
105	Willex	
106	Papichamp	
107	Putilatex	
108	Fangoria	"Me dijeron que una imagen siempre vale mucho más
Que mil palabras, y es verdad; por eso te voy a dibujar
Un laberinto, un esquema de mi estado emocional
Así te puedes organizar y no perdemos el tiempo

Todo es muy fácil si uno se centra en un punto concreto
Y consigue fijar la atención

Un cuadrado, una esfera, un triángulo ideal
Geometría polisentimental entre nosotros
Un trapezoide, un cilindro con un polígono espiral
Geometría polisentimental entre nosotros

No te niego que es difícil dividir y armonizar
El ""siempre"" con el ""nunca más"", pero tenemos que diseñar
Un poliedro intuitivo, un circuito racional
Que nos ayude a congelar, direccionar el momento

Todo es muy fácil si uno se centra en un punto concreto
Y consigue fijar la atención

Un cuadrado, una esfera, un triángulo ideal
Geometría polisentimental entre nosotros
Un trapezoide, un cilindro con un polígono espiral
Geometría polisentimental entre nosotros

Y si todo fuera tan fácil, me podría enamorar
De alguien que piense lo mismo que yo
Que sepa calcular
Una curva, una recta o una cuarta dimensión
Todo me llevará a donde quiero estar

Un cuadrado, una esfera, un triángulo ideal
Geometría polisentimental entre nosotros
Un trapezoide, un cilindro con un polígono espiral
Geometría polisentimental entre nosotros

Un cuadrado, una esfera, una curva, una recta
Un cilindro, una estrella, una línea en zig-zag"
109	Tan Bionica	"Intento seguirte pero no doy más
Sospecho que el tiempo se nos va a acabar
Estás algo loca y sos tan clásica
Dejá que la noche nos proponga más
Decime que sí, hacé como yo, a ver si sos tan genial
Persigo tus ojos por la capital
Me gusta que seas tan dramática
Tus ojos dibujan una eternidad
Y está muy bien así
Por hoy no pienses más
Yo sé que lo necesitás
Me quedo con vos, yo sigo de largo, voy a buscarte
Qué noche mágica, ciudad de Buenos Aires
Se queman las horas, de esta manera nadie me espera
Cómo me gusta verte caminar así
Me quedo con vos, yo sigo de largo, voy a buscarte
Me mata como te movés por todas partes
Se queman las horas, de esta manera nadie me espera
Cómo me gusta verte caminar así
Algunos momentos de esta eternidad
Me son suficientes para recordar
Tus piernas bailando son tan mágicas
La noche se presta para mucho más
Y está muy bien así
Por hoy no pienses más
Yo sé que lo necesitás
Me quedo con vos, yo sigo de largo, voy a buscarte
Qué noche mágica, ciudad de Buenos Aires
Se queman las horas, de esta manera nadie me espera
Cómo me gusta verte caminar así
Me quedo con vos, yo sigo de largo, voy a buscarte
Me mata como te movés por todas partes
Se queman las horas, de esta manera nadie me espera
Cómo me gusta verte caminar así
Qué noche mágica, ciudad de Buenos Aires
Cómo me gusta verte caminar así
Me quedo con vos, yo sigo de largo, voy a buscarte
Me mata como te movés por todas partes
Se queman las horas, de esta manera nadie me espera
Cómo me gusta verte caminar así"
110	Zoé	
111	Inspector	"Y que si te dijera
Que hace tiempo
Que las cosas
No van bien
Y creo saber porque
Esta mañana
Siento que todo se escapa de mis manos
Las que un dia te cuidaron
No te miento si te digo
Que sin ti nada es lo mismo
Que comienzo a desaparecer
En la soledad
De un dia como hoy
En que no estas
Y que, y que y que
Que puede ser peor
De lo que vivo el dia de hoy
Y que y que
Que puede pasar
Ya no puede dolerme mas
Y que, y que, y que y que
Si nos dejamos de ver
Si nos dejamos de ver
Y que
Ni un paso mas, love killer
Y que si te dijera
Que hace tiempo
Que las cosas
No van bien
Y creo saber porque
Esta mañana
Siento que todo se escapa de mis manos
Las que un dia te cuidaron
No te miento si te digo
Que sin ti nada es lo mismo
Que comienzo a desaparecer
En la soledad
De un dia como hoy
En que no estas
Y que, y que y que
Que puede ser peor
De lo que vivo el dia de hoy
Y que y que
Que puede pasar
Ya no puede dolerme mas
Y que, y que, y que y que
Si nos dejamos de ver
Si nos dejamos de ver
Y que
Es el riesgo que debo tomar
Ya le di mil vueltas
A quien quiero engañar
El veneno no mata
Es la cantidad
Y que, y que y que
Que puede ser peor
De lo que vivo el dia de hoy
Y que y que
Que puede pasar
Ya no puede dolerme mas
Y que, y que, y que y que
Si nos dejamos de ver
Si nos dejamos de ver
Y que
Y que"
112	Meghan Trainor	"Woo!
Huh!

What you sippin' on that got you talking crazy?
Lookin' at me sideways, always coming at me
Why you, why you acting hard when you just a baby?
Boy, I keep it real with you, but you trying to play me

Have you lost your mind?
Open up your eyes
Huh!

Someone else
You must've confused me, confused me with
Someone else
You must've confused me, confused me with
Someone else
There ain't no excuses, excuses, babe
Someone else
Your mama raised you better than that, huh!

What you sippin' on that got you talking crazy? (Hey!)
Lookin' at me sideways (Woo!), always coming at me
Why you, why you acting like you never met a lady?
I don't disrespect you, don't you disrespect me

Have you lost your mind? (lost your mind)
Open up your eyes
Huh!

Someone else
You must've confused me, confused me with
Someone else
You must've confused me, confused me with
Someone else
There ain't no excuses, excuses, babe
Someone else
Your mama raised you better than that, huh!

Your mama raised you better than that (that's right)
'Cause your mama raised you better than that

Have you lost your mind?
Open up your eyes (your eyes)
Huh!

Someone else
You must've confused me, confused me with (confused me with)
Someone else
You must've confused me, confused me with
Someone else
There ain't no excuses, excuses, babe (no excuses, no, no)
Someone else
Your mama raised you better than that, huh! (how she raise you?)

You must've confused me (Hey! Come on), confused me with
Your mama raised you better than, better than that
There ain't no excuses, excuses, babe
Your mama raised you better than that, huh!
(she raised you better than that)"
113	Vance Joy	"I love you in the morning when the blood runs to your cheeks
Babe, you are the first thing and the last thing that I'd see
I was just a boy striking matches upon your heart
I couldn't get no sparks
Ask me to go faster, put my foot down to the floor
Standing at the edge, I feel like I been here before
Loved you in the darkness and I loved you in fluorescent light
If it don't feel right, babe

You can run and hide, babe
Like a bird, you can take flight
If I've been holding on too tight
If I've been holding on
Mmm, oooh
Oooh, oooh, ooooh

Your mother always told us we should go out to the dance
You can't get struck by lightning if you're not standing in the rain
Take it as the truth or you can take it with a grain of salt
If it don't work out
You were in the showerm we were talking through the glass
Packing up your suitcase, you were humming to yourself
One day you were smiling
I could tell by how you sounded on the phone
Yes, I'm coming home, babe

I'm thinking 'bout coming home, babe
I'm thinking 'bout coming home, babe
I'm thinking 'bout coming home, babe
I'm thinking 'bout coming home
Mmm
I'm thinking 'bout coming home, babe
Mmm
I'm thinking 'bout coming home"
114	Morat	"Letra de ""Para Que Nadie Se Entere""
Sé que es un secreto a voces que yo quiero algo contigo
Por las noches siempre sueño verte cada amanecer
Por el miedo a delatarme yo soy mi propio enemigo
Todavía no sé quÉ batallas deba emprender

Y aún recuerdo
La locura y el miedo
El intento de guardar un secreto
Y no puedo más

Para que nadie se entere voy a fingir con mi mirada
Y mi sonrisa enamorada será una cosa de los dos
Para que nadie se entere voy a seguirte a todas partes
Sin avisarte desde antes para disimular mi amor
Voy a ignorar mi corazón

Y si yo no me equivoco, no me falta valentía
Pero sigo siendo vulnerable si oigo tu voz
Y si cualquiera me pregunta, como camuflar mi herida
Yo he aprendido a convivir con ella sin decirte adiós

Y aún recuerdo
La locura y el miedo
El intento de guardar un secreto
Y no puedo más

Para que nadie se entere voy a fingir con mi mirada
Y mi sonrisa enamorada será una cosa de los dos
Para que nadie se entere voy a seguirte a todas partes
Sin avisarte desde antes para disimular mi amor
Voy a ignorar mi corazón

Para que nadie se entere
Confesaré mis intensiones
Pero diré que son rumores
Para robarme tu atención

Para que nadie se entere voy a fingir con mi mirada
Y mi sonrisa enamorada será una cosa de los dos
Para que nadie se entere voy a seguirte a todas partes
Sin avisarte desde antes para disimular mi amor"
115	Morat	"Hoy me pregunto que será de ti 
Te tuve cerca y ahora estás tan lejos 
Pero prohibirme recordar lo nuestro es imposible 
Es imposible
No me perdono se que te perdí 
Pero expiraron los remordimientos 
Fui dictador y el no dejarte ir debió haber sido mi primer decreto 

Cuatro años sin mirarte 
Tres postales y un bolero 
Dos meses y me olvidaste 
Ni siquiera me pensaste un 29 de febrero 
Andan diciendo por la calle 
Que solo le eres fiel al viento 
El mismo que nunca hizo falta 
Para levantar tu falda cada día de por medio

Cómo te atreves a volver 
A darle vida a lo que estaba muerto 
La soledad me había tratado bien 
Y no eres quien para exigir derechos 
Cómo te atreves a volver 
Y a tus cenizas convertir en fuego 
Hoy mis mentiras veo caer 
Que no es verdad que te olvidé 
Cómo te atreves a volver 
Ohhh
Ohhh

Por qué volviste si te vas a ir
Tantas mentiras que al final no veo 
Nunca fui bueno para distinguir, al fin y al cabo siempre me las creo

Cuatro vidas me juraste 
Tres te odio y un te quiero 
Dos consejos para darte 
Prefiero ser un cobarde que olvidarte de primero 
Andan diciendo por la calle 
Que solo le eres fiel al viento 
El mismo que nunca hizo falta 
Para levantar tu falda cada día de por medio 

Cómo te atreves a volver 
A darle vida a lo que estaba muerto 
La soledad me había tratado bien 
Y no eres quien para exigir derechos 
Cómo te atreves a volver 
Y a tus cenizas convertir en fuego 
Hoy mis mentiras veo caer 
Que no es verdad que te olvidé 
Cómo te atreves a volver 
Ohhh
Ohhh

Cómo te atreves a volver
Me hiciste daño pero sigo vivo 
Contigo yo me acostumbré a perder 
Mi corazón funciona sin latidos 

Cómo te atreves a volver 
Y a tus cenizas convertir en fuego 
Hoy mis mentiras veo caer 
Que no es verdad que te olvidé 
Cómo te atreves a volver 
Ohhh (Cómo te atreves a volver)
Ohhh (Como te atreves a volver, no, no, no)"
116	Morat	"Letra de ''Besos en Guerra'' ft. Juanes
¿Quién te dijo esa mentira?
Que eras fácil de olvidar
No hagas caso a tus amigos
Sólo son testigos de la otra mitad
Dos besos son demasiado
Y un beso no bastará
Y aunque adviertan al soldado, si está enamorado
En guerra morirá

Ya no tienes que cuidarme

Porque yo
Siempre he sabido que tus besos matan
Que tus promesas riman con dolor
Que eres experta en robarle latidos a mi corazón
Y tú, nunca juraste que saldría ileso
Ya no te atrevas a pedir perdón
Yo te confieso que no me arrepiento
Y aunque estoy sufriendo, podría estar peor
Oh oh oh
Sabiendo que tus besos matan moriré de amor
Oh oh oh
Sabiendo que tus besos matan moriré de amor
Oh oh oh
Sabiendo tus besos matan

Para mí nunca fue un juego
Para ti fue un beso más
Y si hoy vuelves a mi vida
No es que estés perdida, no es casualidad

Ya no tienes que cuidarme

Porque yo
Siempre he sabido que tus besos matan
Que tus promesas riman con dolor
Que eres experta en robarle latidos a mi corazón
Y tú, nunca juraste que saldría ileso
Ya no te atrevas a pedir perdón
Yo te confieso que no me arrepiento
Y aunque estoy sufriendo, podría estar peor
Oh oh oh
Sabiendo que tus besos matan moriré de amor
Oh oh oh
Sabiendo que tus besos matan moriré de amor
Oh oh oh
Sabiendo tus besos matan

Ganaré la guerra para conquistarte
No quiero admitir que te vas, que te vas
Ganaré la guerra para conquistarte
No quiero admitir que te vas, que te vas
Yo perdí batallas por nunca aceptar que
No eras fácil de olvidar

Porque yo
Siempre he sabido que tus besos matan
Que tus promesas riman con dolor
Que eres experta en robarle latidos a mi corazón
Y tú, nunca juraste que saldría ileso
Ya no te atrevas a pedir perdón
Yo te confieso que no me arrepiento
Y aunque estoy sufriendo, podría estar peor
Oh oh oh
Sabiendo que tus besos matan moriré de amor
Oh oh oh
Sabiendo que tus besos matan moriré de amor
Oh oh oh
Sabiendo tus besos matan"
